"","cbsa","id2","treatment","rent00","hinc00","pnhwht12","pnhblk12","phisp12","ppov12","punemp12","hinc12","hincb12","hincw12","phs12","pcol12","pown12","mhmval12","Treated","Control"
"22103040304","35380",22103040304,0,249.9857025,90383.99999,95.41000366,0,2.299999952,2.200000048,2.480000019,104205,49940.7174925069,102500,11.22999954,62.70000076,92.93000031,307400,0,1
"22103040305","35380",22103040305,0,262,40295,92.62999725,3.190000057,2.74000001,5.039999962,4.960000038,87354,19706,89302,29,40.34000015,87.08000183,241400,0,1
"22103040400","35380",22103040400,0,296.4467773,49279.99974,92.62000275,3.569999933,2.109999895,11.89000034,2.25999999,80743,16082,82628,23.27000046,44.79000092,81.06999969,245100,0,1
"22103040501","35380",22103040501,0,530.3703003,27070.99882,43.04000092,54.47000122,2.200000048,32.56999969,6.980000019,27864,25345,38529,45.20999908,25.45000076,53.06000137,155300,0,1
"22103040502","35380",22103040502,0,157.9903717,42016.99787,71.37000275,23.42000008,3.730000019,12.17000008,6.559999943,52578,20286,59844,41.06999969,27.07999992,83.68000031,167900,0,1
"22103040601","35380",22103040601,0,126,78122,98.05999756,0.870000005,0.779999971,4.550000191,0,92115,49940.7174925069,93906,19.20000076,55.93999863,84.37999725,354500,0,1
"22103040602","35380",22103040602,0,367,42266,86.33999634,0.25999999,11.72000027,4.420000076,4.050000191,55962,49940.7174925069,56673,33.90000153,42.72000122,59.77999878,265500,0,1
"22103040604","35380",22103040604,0,370.8141479,47254.00047,90.29000092,1.870000005,5.71999979,21.87999916,9.069999695,52561,73393,51810,45.13000107,25.47999954,71.56999969,164200,0,1
"22103040605","35380",22103040605,1,320.2189163,47254.01708,81.91999817,10.64999962,4.710000038,8.220000267,8.56000042,77476,51250,93000,29.12999916,41.84000015,85.25,255900,1,0
"22103040701","35380",22103040701,0,296.4916408,50757.65737,69.91000366,22.02000046,6.320000172,5.119999886,8.119999886,67316,66361,68163,41.93999863,22.51000023,77.83000183,176000,0,1
"22103040704","35380",22103040704,0,451.524621,28620.39697,77.5,17.20000076,2.779999971,22.48999977,6.809999943,30741,30825,36875,63.86000061,11.22999954,73.54000092,107100,0,1
"22103040705","35380",22103040705,0,355.5599494,46330.62003,79.91999817,14.42000008,3.460000038,9.890000343,11.02000046,53410,62955,53859,42.15999985,23.36000061,68.30000305,158400,0,1
"22103040706","35380",22103040706,0,348.9247742,39468.99913,89.30999756,3.460000038,4.320000172,14.63000011,5,49206,79276,49703,50.45999908,22.86000061,70.44000244,174500,0,1
"22103040708","35380",22103040708,0,242,75507,82.91999817,10.92000008,3.220000029,5.289999962,9.109999657,98023,107019,100372,23.06999969,45.11999893,86.30999756,284200,0,1
"22103040709","35380",22103040709,0,266.5691713,62475.75856,80.88999939,3.609999895,13.32999992,2.279999971,9.239999771,81318,89063,83125,42.40000153,30.27000046,83.05999756,190500,0,1
"22103040710","35380",22103040710,0,261.2535706,62520.99923,71.58000183,13.57999992,2.49000001,5.650000095,6.539999962,63462,64609,64931,43.77999878,29.54999924,79.76999664,217900,0,1
"22103040801","35380",22103040801,0,328.3527222,40563.00103,64.31999969,15.64000034,14.32999992,19.25,9.81000042,40450,16964,46131,50.93000031,15.19999981,60.86999893,147200,0,1
"22103040802","35380",22103040802,0,735,54268,81.69999695,8.430000305,2.210000038,3.589999914,3.150000095,80964,49929,85237,37.36999893,26.5,76.66999817,292500,0,1
"22103040803","35380",22103040803,1,528,41795,45.65999985,42.88999939,5.349999905,17.37999916,10.57999992,52314,54604,50280,36.79000092,19.01000023,67.23999786,151200,1,0
"22103040900","35380",22103040900,0,589.6507043,25539.90323,43.25,47.34999847,6.710000038,24.92000008,12.85999966,30110,26875,31898,60.97999954,7.25,56.61999893,96300,0,1
"22103041002","35380",22103041002,0,177.1723216,44779.1452,92.5,2.410000086,2.069999933,17.73999977,10.19999981,49423,49940.7174925069,50439,35.93000031,32.25,86.05000305,158700,0,1
"22103041003","35380",22103041003,0,388.7248877,55107.69682,84.79000092,9.090000153,5.380000114,9.210000038,2.900000095,55631,34000,55794,38.47000122,27.89999962,79.73000336,167200,0,1
"22103041004","35380",22103041004,0,182.1000061,51553.99967,87.91000366,4.190000057,5.269999981,6.650000095,10.84000015,61333,100417,63269,38.56000137,26.28000069,87.98999786,162000,0,1
"22103041101","35380",22103041101,0,158,40369,83.34999847,12.76000023,2.339999914,15.02999973,5.25,44342,43125,50164,48.40000153,13.36999989,86.76000214,137300,0,1
"22103041102","35380",22103041102,0,432,45818,65.26999664,25.05999947,6.96999979,17.37000084,5.989999771,41228,37159,46410,43.58000183,21.34000015,72.58999634,139700,0,1
"22103041103","35380",22103041103,0,424.1706707,30546.19555,45.47999954,40.61999893,10.51000023,25.45000076,13.40999985,35100,48108,30427,56.27999878,8.079999924,59.70999908,120200,0,1
"22103041104","35380",22103041104,0,244.996555,40205.09805,82.69999695,11.06999969,1.99000001,11.43000031,5.860000134,63125,37000,69716,43.15000153,31.51000023,79.36000061,143700,0,1
"22103041202","35380",22103041202,0,152.2346953,36649.04999,60.13999939,26.69000053,10.60999966,29.98999977,15.18000031,41200,19420,44398,56.08000183,14.38000011,72.84999847,170500,0,1
"22103041204","35380",22103041204,0,331.2736511,40937.99941,71.75,20.77000046,2.829999924,15.52999973,10.38000011,42375,35750,48790,58.13999939,14.68000031,80.08999634,158600,0,1
"22103041207","35380",22103041207,0,164.7479248,79535.0028,92.87000275,1.299999952,4.010000229,3.640000105,7.170000076,59820,49940.7174925069,59845,28.28000069,37.75,73.55999756,241400,0,1
"22103041208","35380",22103041208,0,167.7097778,79534.99675,88.77999878,0,4.670000076,1.809999943,1.730000019,136757,49940.7174925069,144545,16.54999924,61.33000183,97.73999786,358200,0,1
"22103041209","35380",22103041209,0,204.4188385,79535.00231,88.20999908,7.260000229,1.809999943,2.950000048,4.739999771,77264,50901,78194,15.52999973,54.33000183,76.25,239900,0,1
"22103041210","35380",22103041210,0,47.08558655,65759.00092,87.77999878,6.440000057,0,2.25,2.49000001,65833,65667,64608,46.04000092,20.5,80.18000031,171700,0,1
"22103041211","35380",22103041211,0,127.0397186,65759.00245,88.72000122,1.629999995,6.389999866,4.119999886,7.769999981,88058,49940.7174925069,92614,25.93000031,39.86999893,86.01000214,226400,0,1
"22103041212","35380",22103041212,0,76.87468719,65759.00142,88.77999878,1.769999981,6.829999924,1.720000029,4.860000134,95231,49940.7174925069,93929,16.80999947,48.74000168,92.88999939,234000,0,1
"22103041300","35380",22103041300,0,776.1234668,54985.43959,73.48000336,12.63000011,10.32999992,6.039999962,6.869999886,62485,45304,66741,26.12999916,42.72000122,69.91999817,217400,0,1
